atm,bank,bar,beauty_salon,book_store,bus_station,cafe,gas_station,gym,movie_theater,museum,school,shopping_mall,subway_station,supermarket,taxi_stand,train_station,yelp_id
15.0,6.0,11.0,24.0,4.0,28.0,19.0,1.0,11.0,,5.0,13.0,1.0,,,,,3bxO8T8U96uKu2numljjsw
10.0,4.0,1.0,10.0,1.0,22.0,10.0,,5.0,1.0,1.0,9.0,4.0,,1.0,,,3d9fGSDpuNQl7XI7zmmzmg
19.0,8.0,9.0,30.0,1.0,20.0,14.0,,5.0,,,6.0,,,1.0,,,3deuAFITbQWjBd5JOfMJkw
5.0,,3.0,3.0,,13.0,9.0,,5.0,,3.0,6.0,,,,,,3f3mowACWFovTKv0YlcMgQ
60.0,31.0,60.0,60.0,9.0,47.0,60.0,,30.0,8.0,12.0,38.0,28.0,2.0,3.0,,,3smNIoQZ7wc-_rgcNBHy4A
25.0,7.0,49.0,18.0,3.0,21.0,26.0,8.0,22.0,1.0,3.0,24.0,,1.0,,,,43Ca7h2QxO6so8IvRk91FQ
40.0,22.0,55.0,60.0,4.0,32.0,46.0,,14.0,,15.0,29.0,5.0,,5.0,,,458NXhlB0ZtEaJUPI3PPcA
10.0,,39.0,9.0,1.0,17.0,17.0,2.0,7.0,1.0,6.0,22.0,,,,,,468XL3k_1QUQNYpWEV_EVg
12.0,8.0,4.0,12.0,1.0,12.0,5.0,1.0,5.0,,,7.0,,,,,,4Hx5TQ3tQ47LPeRJZnfi5g
60.0,35.0,60.0,60.0,10.0,55.0,59.0,,15.0,2.0,10.0,35.0,4.0,,8.0,,,4PPbzm5zh8li_R6gKifmQg
6.0,1.0,11.0,,2.0,5.0,14.0,,,,,,,,,,,4S3HAyhNnffg1PGM2jwr6g
60.0,32.0,60.0,60.0,11.0,49.0,60.0,,29.0,6.0,12.0,38.0,22.0,1.0,2.0,,,4_hIVof0Q8dfUBwlREOEGg
10.0,3.0,10.0,9.0,2.0,20.0,9.0,,3.0,,,12.0,,,,,,4a-QEKB1T_f5ScSx3muxLA
38.0,21.0,46.0,60.0,4.0,34.0,41.0,,15.0,,12.0,27.0,3.0,,5.0,,,4qm1k0WytiIJZ3WO4lyPMQ
60.0,13.0,60.0,60.0,4.0,41.0,60.0,,23.0,1.0,11.0,26.0,21.0,1.0,2.0,,,4raSXRuvBH1CHawSsuJiBA
14.0,12.0,47.0,26.0,7.0,9.0,22.0,1.0,12.0,1.0,1.0,7.0,2.0,,,,,4ta8miJkO0e6Qa9rGnC0iQ
10.0,3.0,3.0,11.0,,14.0,2.0,2.0,,,,2.0,,,,,,4uwaE0ZUetn96x7iqOo4hw
14.0,6.0,11.0,24.0,3.0,33.0,20.0,1.0,11.0,,2.0,19.0,,,,,,527usXXrlHi46bs54IFRTQ
2.0,,4.0,3.0,,9.0,7.0,,4.0,,,5.0,1.0,,,,,52dNr0tRrwpmumm8Ey5EDg
7.0,,1.0,5.0,2.0,14.0,6.0,4.0,1.0,,,6.0,,,,,,54xrIOMoQi7hQiqz5T2WOQ
24.0,8.0,15.0,35.0,3.0,34.0,16.0,2.0,5.0,,2.0,20.0,2.0,,2.0,,,5FQJ09EWt_Esf_GkCBEMlw
37.0,11.0,41.0,31.0,3.0,47.0,27.0,,6.0,,4.0,19.0,1.0,,2.0,,,5K6QqbUEudvCO0HyRqAJ4g
1.0,2.0,7.0,6.0,,8.0,7.0,,7.0,,,13.0,,,,,,5YBPO55cdj8lPRV29PTwMg
27.0,4.0,38.0,11.0,6.0,51.0,35.0,,5.0,3.0,4.0,32.0,5.0,1.0,4.0,,,5ZpwZiSh2jVSjyO54LsMiw
60.0,50.0,60.0,48.0,17.0,50.0,60.0,1.0,11.0,4.0,8.0,24.0,15.0,,3.0,,1.0,5oGqBLSt3m8ijsDFsFBrtw
8.0,,10.0,,,6.0,12.0,,,,1.0,3.0,3.0,,,,,5r1Ba_v-KvyYXAuGob6QIw
15.0,22.0,13.0,33.0,1.0,16.0,17.0,,10.0,1.0,,10.0,5.0,,,,,5skfzOnBN5ijni-ZcFpr3w
35.0,2.0,18.0,4.0,,14.0,23.0,2.0,4.0,,10.0,3.0,6.0,,1.0,,,5tmp6OoIzM6af3717J3tFQ
24.0,20.0,27.0,11.0,4.0,25.0,40.0,,10.0,1.0,3.0,11.0,5.0,2.0,2.0,,,5wmrWv9RTUlsim4c02lz2w
25.0,6.0,43.0,60.0,3.0,32.0,14.0,2.0,25.0,2.0,,10.0,2.0,,1.0,,,5xp-qHGhzEzXevsSzYrwkg
55.0,18.0,58.0,39.0,5.0,56.0,30.0,,7.0,1.0,6.0,19.0,2.0,,7.0,,,66khyY7kxNKiW6x7anZj9g
37.0,18.0,45.0,28.0,8.0,49.0,56.0,,10.0,1.0,7.0,9.0,3.0,,,,1.0,67QmiVYdCbG4PRmF61A5bw
46.0,21.0,60.0,31.0,16.0,31.0,60.0,1.0,6.0,,6.0,15.0,12.0,,3.0,,1.0,6I28wDuMBR5WLMqfKxaoeg
11.0,5.0,13.0,4.0,6.0,29.0,24.0,2.0,2.0,2.0,2.0,12.0,,,,,,6OVriioGG7w7Nwq5Q25WtA
21.0,5.0,47.0,36.0,5.0,13.0,21.0,3.0,26.0,3.0,4.0,26.0,,,,,,6RD33qPwBS6j3ggo84J4iA
60.0,38.0,60.0,60.0,10.0,60.0,60.0,,27.0,4.0,12.0,39.0,9.0,1.0,1.0,,,6Wzy5p_0lLajjMhDIs0i1g
14.0,1.0,22.0,37.0,1.0,43.0,17.0,,6.0,,4.0,14.0,1.0,,1.0,,,6ZNlnA733Rv0I9Mq5_yO0A
33.0,11.0,40.0,35.0,3.0,43.0,27.0,,7.0,,5.0,17.0,1.0,,2.0,,,6e7gMgVJRQ5rtkIbTF6TLQ
13.0,9.0,11.0,12.0,2.0,28.0,17.0,2.0,,2.0,5.0,12.0,5.0,,1.0,,,6eOJHfIIIP_t850DlppSeQ
28.0,1.0,17.0,3.0,,13.0,26.0,2.0,2.0,,12.0,5.0,6.0,,,,,6h7YCp2KLfbu3tbRmNSb-g
9.0,4.0,11.0,6.0,,9.0,13.0,,2.0,,6.0,6.0,,,,,,6ibx5qR8YJ_AUpKUAVc1pw
34.0,29.0,31.0,35.0,2.0,15.0,33.0,,14.0,2.0,2.0,8.0,13.0,,,,,6wrvQqQwkeQnokD7kPX-rQ
14.0,3.0,14.0,17.0,2.0,29.0,13.0,3.0,8.0,,2.0,16.0,,,1.0,,,6zXVo_uK_GVqN3Z0t5KFHQ
26.0,13.0,60.0,43.0,3.0,34.0,55.0,2.0,18.0,4.0,3.0,17.0,9.0,,1.0,,1.0,767TjbLP3pzVaqD9mZMmyg
5.0,1.0,10.0,18.0,1.0,21.0,9.0,,12.0,1.0,1.0,24.0,,,,,,7E4oGj36ctPi58hm9-PYHw
2.0,3.0,3.0,5.0,,6.0,4.0,,1.0,1.0,,1.0,2.0,,,,,7L6ym2A2fCfrWMCQ4vBsyg
8.0,5.0,9.0,6.0,,17.0,10.0,,4.0,,2.0,12.0,,,1.0,,,7Q3QIZz5UX-JSTSKKkRqDg
11.0,5.0,1.0,14.0,1.0,15.0,3.0,,6.0,,,10.0,,,1.0,,,7fboySu1um-S18UGOBdWhg
60.0,13.0,60.0,60.0,6.0,52.0,60.0,,17.0,7.0,10.0,34.0,27.0,1.0,3.0,,,7iuGZ73QExZmZuzH9pgiJg
4.0,1.0,9.0,8.0,1.0,21.0,6.0,,10.0,1.0,1.0,22.0,,,,,,7oA1-P6GZ1jwFIe0YejLXA
12.0,2.0,21.0,11.0,1.0,26.0,10.0,4.0,6.0,,3.0,21.0,1.0,,3.0,,,7yaKDpGJ0MVm7rSDUpJtvg
,,,,,2.0,,,1.0,,1.0,,,,,,,82eC8oiAyDH656f9Ke6eqQ
36.0,7.0,44.0,29.0,4.0,34.0,28.0,2.0,14.0,4.0,1.0,26.0,1.0,,1.0,,,83lEHBx7nSKvdLz_P5xbMw
10.0,4.0,3.0,7.0,1.0,8.0,6.0,3.0,2.0,,1.0,5.0,,,,,,8BXl9GbOS9SYVAKBz_oY7w
18.0,1.0,18.0,18.0,2.0,30.0,12.0,,12.0,,,15.0,,,1.0,,,8FEy6ZgLlP9RlE_C_6KpKw
9.0,1.0,20.0,14.0,3.0,17.0,12.0,1.0,15.0,1.0,1.0,24.0,3.0,,2.0,,,8Jos9nqlts6DX6o2zKDAzA
23.0,5.0,34.0,20.0,7.0,27.0,32.0,1.0,14.0,5.0,3.0,35.0,9.0,,,,,8NTW-bp5prQmhKEI5f4qxw
13.0,8.0,2.0,11.0,,13.0,4.0,2.0,2.0,,,2.0,2.0,,1.0,,,8PrxY4gpVKUqYiA7oK5UNg
1.0,1.0,,1.0,,16.0,,,,,,3.0,1.0,,1.0,,,8UZ5bLwZMoO6R8kI51C0Aw
60.0,59.0,44.0,29.0,5.0,60.0,60.0,,19.0,,5.0,29.0,6.0,3.0,2.0,,,8bJr4G9QtbJ_tmEbVX6X4A
21.0,1.0,24.0,9.0,1.0,27.0,12.0,3.0,7.0,,1.0,29.0,,,2.0,,,8bySDwY9OU-DWaZebUR7vg
60.0,23.0,60.0,46.0,7.0,58.0,33.0,,7.0,2.0,5.0,19.0,2.0,,7.0,,,8dUaybEPHsZMgr1iKgqgMQ
15.0,5.0,30.0,6.0,,11.0,15.0,1.0,15.0,,4.0,5.0,2.0,,,,,8iCT68sz4XDUdf_xY3s5kQ
9.0,1.0,8.0,13.0,2.0,31.0,8.0,,1.0,,,15.0,,,1.0,,,8oAsGZNNLvIW3CvLcFUPMw
13.0,9.0,20.0,10.0,3.0,20.0,15.0,1.0,8.0,,,14.0,2.0,,2.0,,,8sZ27zjv8tYxEmx_0dngrA
18.0,2.0,39.0,16.0,5.0,24.0,31.0,3.0,6.0,5.0,6.0,19.0,6.0,,1.0,,,8skVQNkVBv90iiPtFeSpzw
60.0,60.0,60.0,60.0,10.0,60.0,60.0,,18.0,2.0,17.0,41.0,4.0,,8.0,,,8zVnG-g4dRNQtheaTv6t1Q
5.0,,12.0,13.0,2.0,6.0,3.0,1.0,2.0,,,3.0,1.0,,,,,8zXqGH5xnASU_5UBrwe_XA
32.0,4.0,60.0,60.0,2.0,43.0,29.0,,12.0,,6.0,14.0,2.0,,1.0,,,9-TPmOn6AbW2fLMiugQCiA
60.0,60.0,60.0,60.0,12.0,60.0,60.0,,45.0,1.0,14.0,53.0,16.0,1.0,,,,9GDwCGORwtpgiQJs3K72JA
57.0,44.0,39.0,37.0,4.0,60.0,57.0,2.0,10.0,3.0,3.0,21.0,12.0,,2.0,,1.0,9GzjKeifGJ6KzWkaPftYHg
2.0,,30.0,7.0,1.0,8.0,12.0,,5.0,,1.0,4.0,1.0,,1.0,,,9OXEAAPONxcA2PQO75fnJQ
57.0,33.0,60.0,33.0,16.0,36.0,60.0,1.0,6.0,,8.0,16.0,13.0,,3.0,,1.0,9OlCkeK4TpBbQ76VPDOdYw
11.0,4.0,6.0,15.0,,11.0,5.0,3.0,6.0,,1.0,5.0,,,,,,9QdPuTSnoCvfoScXh4cfoA
8.0,,10.0,,,6.0,11.0,,,,1.0,3.0,3.0,,,,,9RQ_BalRSyr928aobIN1CA
10.0,4.0,40.0,16.0,3.0,10.0,19.0,1.0,13.0,,2.0,6.0,,,,,,9SgWJjnX4TeS14IH-vvf8Q
1.0,1.0,1.0,8.0,,13.0,,,7.0,,1.0,11.0,,,,,,9WLb59RD5E72AtWdmFZ6ww
47.0,23.0,60.0,27.0,15.0,31.0,60.0,1.0,6.0,,7.0,16.0,12.0,,3.0,,,9c0lSX6KTe88-ZLva1nu0w
15.0,4.0,23.0,21.0,3.0,36.0,10.0,2.0,11.0,,2.0,15.0,,,,,,9yM20-7fj4LMrOO30nqkBw
17.0,,33.0,2.0,,27.0,14.0,1.0,4.0,,1.0,16.0,1.0,,1.0,,,A6D6wG5y0sqpaqJjgc8QeQ
24.0,9.0,13.0,30.0,1.0,16.0,15.0,1.0,5.0,1.0,,7.0,,,1.0,,,A9QDUzIGMcybhLhtPDSN4A
,,5.0,3.0,,16.0,4.0,,,,2.0,3.0,,,,,,A9dUrXhVZOxt3Hy2S5jVuQ
4.0,2.0,8.0,14.0,3.0,6.0,5.0,,2.0,,,7.0,,,,,,AMq83V59tV7oi-3_PI7iyA
22.0,5.0,60.0,25.0,5.0,32.0,30.0,3.0,16.0,2.0,1.0,25.0,1.0,,,,,ANRznMzskndUpHA93KdEbA
13.0,5.0,9.0,21.0,1.0,12.0,4.0,4.0,,,,2.0,1.0,,,,1.0,ASRswba4TekZnxzar15qqg
60.0,36.0,60.0,27.0,15.0,37.0,60.0,1.0,5.0,,8.0,18.0,11.0,,3.0,,,ASdrTo7aVTTKNjVvT1mBDg
44.0,18.0,46.0,14.0,14.0,19.0,60.0,,5.0,,6.0,14.0,5.0,,3.0,,,A_Qxu5oMm2FxS8jtkAnXWw
60.0,57.0,60.0,60.0,9.0,43.0,60.0,,44.0,2.0,13.0,51.0,22.0,1.0,1.0,,,AoxdFkE06fQs_ZP0S0VRPw
1.0,,2.0,1.0,,1.0,,,,,,1.0,,,,,,ApVgEmaWz6kGUiOTSBdUmQ
7.0,5.0,4.0,9.0,2.0,22.0,6.0,,3.0,1.0,,8.0,,,,,,AuTzDSSgz6jPzR4Mh3hYtA
1.0,,5.0,5.0,1.0,15.0,3.0,2.0,5.0,1.0,,2.0,,,,,,B9vODi2TxZqWCFciWoj2Dg
18.0,8.0,5.0,19.0,,16.0,2.0,3.0,,,,9.0,2.0,,,,,BFQiPm29_YiNZ-m0i2JQDQ
10.0,4.0,60.0,19.0,6.0,22.0,31.0,2.0,17.0,1.0,,22.0,,,1.0,,,BQhcvUAbrqzsLsew1STD-w
19.0,6.0,37.0,9.0,1.0,14.0,24.0,1.0,19.0,,4.0,6.0,2.0,,,,1.0,BW4jKEfpbBH7UYthXxETIQ
18.0,11.0,18.0,27.0,1.0,25.0,11.0,3.0,10.0,,,9.0,1.0,,1.0,,,BeGo3TSuhF7fOv0dzp0s1g
12.0,9.0,7.0,23.0,2.0,7.0,10.0,2.0,7.0,,,7.0,2.0,,,,,BjOCmgbagZLdUMB4g8x60g
60.0,60.0,60.0,60.0,13.0,60.0,60.0,,38.0,2.0,13.0,54.0,11.0,,5.0,,,Bs-uBmaaGhr3XF6uFXfAFw
13.0,3.0,44.0,14.0,,38.0,25.0,,13.0,1.0,,8.0,2.0,,,,,BvOLqjt68GEJREOYQ_vdHw
1.0,,3.0,1.0,,1.0,,,,,,1.0,,,,,,CCc4UUI4wTwGJziBLtRb_w
5.0,,1.0,1.0,,4.0,2.0,4.0,1.0,,,,,,,,,CO8A_4PzsVIlvj8z28pq0Q
8.0,3.0,9.0,6.0,3.0,33.0,10.0,,7.0,,1.0,19.0,1.0,,1.0,,,CP2uHH8PQ-Wg3i5C8-Lidg
7.0,4.0,24.0,12.0,2.0,19.0,8.0,1.0,15.0,,2.0,9.0,,,,,,CPmmUbXk9_CBM890V30zzw
10.0,3.0,11.0,22.0,1.0,11.0,10.0,1.0,4.0,,2.0,5.0,,,,,,CQTpGFDDc7_0eNlSN9uf3w
24.0,7.0,33.0,35.0,3.0,30.0,21.0,,9.0,2.0,1.0,10.0,4.0,,1.0,,,CS0pUlk25RV2-vhKFFbxqA
60.0,60.0,60.0,60.0,10.0,56.0,60.0,,26.0,3.0,16.0,47.0,4.0,,8.0,,,CTKtRkISS8sF4Bd1UXyimw
12.0,2.0,2.0,14.0,1.0,11.0,6.0,6.0,1.0,,,1.0,1.0,,1.0,,,CUaAgMe1lEOmL74fRlz6Ag
26.0,6.0,43.0,60.0,3.0,33.0,13.0,1.0,21.0,2.0,,9.0,1.0,,1.0,,,ClL-QEflsWyrUA9ybj5vSg
30.0,10.0,60.0,24.0,6.0,32.0,38.0,1.0,22.0,2.0,1.0,27.0,2.0,,,,,CmlE763fqFgkBq4FK2GWtg
42.0,14.0,60.0,36.0,12.0,29.0,60.0,1.0,7.0,1.0,6.0,14.0,11.0,,3.0,,1.0,CtWyb9g7OL2FVbt6J4ucVw
60.0,60.0,60.0,60.0,10.0,60.0,60.0,,22.0,2.0,17.0,41.0,5.0,,8.0,,,CvmIfaftFA4bp0HBnwQ_bw
5.0,2.0,6.0,12.0,,11.0,5.0,,2.0,,1.0,2.0,,,,,,DC1S5q5uHmRnHNMOtgGUYA
19.0,6.0,25.0,25.0,1.0,32.0,8.0,2.0,14.0,2.0,1.0,9.0,1.0,,1.0,,,DL-2iaugPoULjvZ6pyNRAQ
10.0,5.0,9.0,12.0,,10.0,19.0,,7.0,,3.0,5.0,1.0,,2.0,,,DeGdhZKXoTnyyFc8GC2BHg
4.0,1.0,12.0,20.0,,24.0,8.0,,12.0,1.0,1.0,25.0,,,,,,DlLsw9bJMJ-YdnrUp2G7mw
11.0,6.0,7.0,29.0,2.0,30.0,5.0,3.0,4.0,1.0,,7.0,,1.0,,,,Du3-fALBKDhn0osed2kOpg
6.0,,13.0,12.0,2.0,8.0,4.0,1.0,2.0,,,4.0,1.0,,,,,E0vBuWBK2JIqaj0q7HbxeA
22.0,8.0,11.0,30.0,1.0,13.0,13.0,,5.0,1.0,,9.0,,,1.0,,,E2Ri3Uudb3ogKfWBJIIhRw
15.0,6.0,11.0,24.0,4.0,27.0,18.0,1.0,11.0,,5.0,14.0,1.0,,,,,E5MdoCV6kahC6ZEjuamgzQ
36.0,1.0,26.0,4.0,,19.0,32.0,2.0,4.0,,8.0,4.0,7.0,,1.0,,,EOM6CItD6sI5P3a-JV61_Q
19.0,4.0,27.0,60.0,1.0,22.0,10.0,2.0,19.0,,2.0,8.0,2.0,,,,,ERQmO2w3OOsxw_GVkmuG3A
60.0,49.0,60.0,43.0,16.0,54.0,60.0,1.0,10.0,3.0,7.0,24.0,15.0,,3.0,,1.0,ElUusJtZDE4QL0cohv3-_w
60.0,57.0,44.0,44.0,8.0,60.0,60.0,,6.0,1.0,5.0,21.0,5.0,,3.0,,,ElzS9k2liA5twi25T2XSXQ
7.0,4.0,3.0,15.0,1.0,32.0,3.0,,1.0,1.0,,1.0,3.0,,,,,EmKWx4nSbaAT5EJ6cKvNwQ
2.0,1.0,4.0,4.0,3.0,6.0,4.0,1.0,,,,1.0,2.0,,,,,EqJ5oOcy6DWx9WSp1lqAQw
20.0,6.0,30.0,27.0,1.0,34.0,8.0,2.0,15.0,2.0,,7.0,1.0,,1.0,,,EztBa2wTrc8z3DAF0YhtpQ
60.0,35.0,60.0,60.0,10.0,58.0,57.0,,12.0,2.0,11.0,36.0,4.0,,8.0,,,F6SOy6-3tP4i-ipACZUS0g
17.0,11.0,7.0,11.0,,5.0,10.0,4.0,3.0,1.0,,5.0,2.0,,,,,FDgeKIP9MgosraUghJHYXg
28.0,4.0,42.0,30.0,6.0,33.0,33.0,2.0,9.0,6.0,5.0,28.0,13.0,1.0,6.0,,,FDi2dELjM0T_Es8Ka-C6gQ
16.0,7.0,12.0,10.0,5.0,30.0,22.0,2.0,10.0,5.0,1.0,18.0,1.0,,1.0,,,FJlMfEtr7E-uTzUxspuzIg
15.0,3.0,10.0,25.0,4.0,10.0,16.0,2.0,2.0,2.0,,2.0,10.0,,1.0,,,FQw3ceM9OwCHv47MpZufHA
20.0,3.0,27.0,60.0,2.0,21.0,10.0,2.0,21.0,,2.0,14.0,2.0,,,,,FRpULkKmvD9caSKabQzq5w
9.0,3.0,7.0,20.0,1.0,31.0,13.0,3.0,8.0,1.0,1.0,15.0,2.0,,,,,FSQ2DDzFerLBt1QzNv7dKQ
8.0,5.0,24.0,13.0,4.0,16.0,9.0,,12.0,,2.0,8.0,,,,,,FWQCmFEe74oh7UmSHjZ1LQ
3.0,2.0,1.0,7.0,,9.0,3.0,1.0,2.0,,,,1.0,,,,,F_o6tbveRnSHNra3MMMoXg
22.0,7.0,33.0,26.0,4.0,38.0,17.0,2.0,11.0,1.0,3.0,14.0,1.0,,,,,Fc3OLXzSqYp8cM5ixc7jug
60.0,56.0,34.0,37.0,6.0,60.0,60.0,1.0,4.0,1.0,5.0,21.0,4.0,,1.0,,,Fd2P_10fj7Kv8JdIa2oQgQ
23.0,4.0,35.0,60.0,4.0,49.0,12.0,,14.0,,5.0,19.0,1.0,,,,,FqYg7BcsryLFiUTknxpQpw
,1.0,2.0,2.0,1.0,13.0,,,,,1.0,6.0,,,,,,FrHhYevaOhs40xpuOpQiHg
14.0,6.0,1.0,6.0,,13.0,3.0,2.0,2.0,,,3.0,1.0,,,,,G0-xZa1-eO6EW02gNDNQjA
44.0,18.0,60.0,26.0,15.0,30.0,60.0,1.0,5.0,,6.0,12.0,12.0,,3.0,,1.0,G0rZd0e7KdgjL9tX0CqVug
60.0,28.0,60.0,59.0,8.0,56.0,41.0,,9.0,2.0,5.0,22.0,2.0,,8.0,,,GJ0eh6qBV0NjVwmPQUkHXQ
10.0,4.0,2.0,11.0,,10.0,4.0,2.0,1.0,,,2.0,2.0,,,,,GLJEfpY38xgLjw2e7a9mJw
23.0,9.0,45.0,14.0,5.0,32.0,56.0,2.0,5.0,3.0,9.0,20.0,3.0,,1.0,,,GNjQKG-Satm0HjwpWXWoPQ
27.0,7.0,23.0,38.0,3.0,31.0,14.0,3.0,7.0,,,23.0,1.0,,2.0,,,GNzoAOXPxP0UzW7fb51dNg
10.0,2.0,4.0,11.0,1.0,13.0,4.0,1.0,,1.0,,,7.0,1.0,1.0,,,GPV8TmmrGoTvqE1MApDdQg
38.0,8.0,48.0,51.0,5.0,56.0,25.0,2.0,17.0,1.0,3.0,24.0,2.0,,2.0,,,GjdLppkFQODOiV4DQZ5EyA
14.0,10.0,10.0,7.0,2.0,28.0,16.0,2.0,1.0,2.0,5.0,12.0,4.0,,1.0,,1.0,GoWeog3TbHM6SL9dL_AnTA
1.0,,,2.0,,8.0,,,,,,4.0,1.0,,,,,Gq9hYzt_0-q9TG06arOObQ
23.0,7.0,60.0,38.0,3.0,16.0,47.0,,11.0,2.0,4.0,11.0,2.0,,,,,GrFxdNfPvdlVrueRY7XERg
54.0,18.0,60.0,38.0,5.0,58.0,29.0,,8.0,1.0,5.0,16.0,2.0,,7.0,,,GtKxIGU6LJu14UErdNulmQ
60.0,60.0,60.0,60.0,10.0,60.0,60.0,,18.0,2.0,17.0,41.0,4.0,,8.0,,,GzOumj6_QOeQByuc_0yajQ
51.0,20.0,60.0,37.0,10.0,45.0,60.0,,13.0,4.0,12.0,33.0,5.0,1.0,3.0,,,GzaXtAtEnfwoxDVXK3NLuw
60.0,60.0,60.0,55.0,10.0,60.0,60.0,,36.0,2.0,7.0,42.0,7.0,2.0,2.0,,,H-VZhA-SKTtuaFbG_U-qHQ
14.0,8.0,49.0,25.0,6.0,9.0,22.0,1.0,10.0,1.0,1.0,7.0,2.0,,,,,H0PpODW4_QQxRGX_x5GIzg
4.0,,,,,4.0,2.0,1.0,,1.0,,1.0,,,,,,H0yNa1X5BkrqyzvoIRTYqA
20.0,10.0,45.0,11.0,1.0,27.0,32.0,2.0,17.0,,2.0,10.0,3.0,,1.0,,1.0,HCTOtXfbGDTcYsnE_gl35Q
6.0,2.0,7.0,13.0,1.0,22.0,13.0,1.0,9.0,,1.0,6.0,1.0,,1.0,,,HFl2dH581owwb9EiRo-DIA
60.0,38.0,60.0,52.0,8.0,53.0,60.0,,17.0,3.0,9.0,28.0,3.0,,7.0,,,HG5cvtfUcpMojb2RyB2ZJQ
14.0,3.0,17.0,60.0,,20.0,8.0,2.0,21.0,,2.0,10.0,2.0,,,,,HWWXRD3KWJRB-WBuXX9RKQ
32.0,24.0,50.0,44.0,3.0,43.0,60.0,1.0,13.0,4.0,3.0,19.0,11.0,,1.0,,1.0,HZJ4DZHcd-h06-muEiQgjQ
14.0,1.0,14.0,1.0,,13.0,13.0,,1.0,,6.0,6.0,4.0,,,,,HaAb_L9zVNLjJwrBkSf_Vw
1.0,,4.0,5.0,,9.0,2.0,,2.0,,,6.0,,,,,,Hls6HZAZFNo0tK6C-ewQtg
1.0,1.0,5.0,3.0,,2.0,2.0,,2.0,1.0,,,1.0,,,,,HyKAsCbrWyKnKoRUHPBnlQ
60.0,51.0,60.0,46.0,16.0,49.0,60.0,1.0,11.0,3.0,7.0,22.0,15.0,,3.0,,1.0,I6GRfKx8vjlyQcHGE-z8vw
44.0,7.0,60.0,24.0,5.0,55.0,49.0,,9.0,3.0,3.0,27.0,4.0,,,,,IF6C4SvyWWx1li9S2xt_CQ
2.0,1.0,3.0,1.0,,6.0,3.0,1.0,1.0,1.0,,8.0,,,1.0,,,IFzC8hzQpKNfVuJh84p1sw
6.0,1.0,2.0,7.0,,9.0,3.0,1.0,,,,3.0,1.0,,2.0,,,INrzQm-dyoXN2zE--NarKw
52.0,41.0,51.0,44.0,6.0,48.0,59.0,1.0,11.0,4.0,4.0,22.0,11.0,,2.0,,1.0,IQHdw04Ymy7JrlDLIBcrhA
60.0,16.0,60.0,60.0,4.0,41.0,60.0,,24.0,1.0,11.0,31.0,21.0,1.0,2.0,,,ITFRPmzOeEp6dY3Dufh8vw
25.0,1.0,16.0,3.0,,16.0,24.0,2.0,3.0,,12.0,6.0,6.0,,,,,ImPPcbVqEFhNw42S2BZ_EA
9.0,,5.0,1.0,,7.0,1.0,,,,,1.0,,,,,1.0,Ivy6kq6Tv2ztNZIp4aLLmA
13.0,,25.0,2.0,1.0,22.0,16.0,3.0,6.0,,2.0,11.0,,,1.0,,,IxDRIBkKtP-f24sr5zHAhQ
22.0,6.0,28.0,43.0,8.0,33.0,25.0,4.0,10.0,1.0,,32.0,,1.0,2.0,,,J-gFvT4B5UoZgoEOAmxNxw
21.0,8.0,11.0,22.0,1.0,26.0,7.0,1.0,8.0,,,7.0,,,,,,J5Hkb21HQMT8YfsbrpFxPw
4.0,,,5.0,,9.0,,2.0,,,,3.0,,,1.0,,,JF34QHu2bypp_Ro_sp8hjA
11.0,8.0,14.0,10.0,1.0,14.0,12.0,1.0,9.0,,,12.0,1.0,,,,,JGHqF70JD9ytZt_EP3G0bA
60.0,20.0,60.0,42.0,6.0,56.0,36.0,,8.0,2.0,4.0,17.0,2.0,,5.0,,,JJnkXwf96vh1Uu7XZWZZAg
6.0,1.0,13.0,,2.0,6.0,15.0,,,,,,,,,,,JbjX2JLvMlZLfbTzHxBK9g
23.0,15.0,42.0,40.0,3.0,40.0,55.0,1.0,15.0,5.0,3.0,16.0,10.0,,1.0,,1.0,JdYZWIAzjxVyUjt0zNR7kw
2.0,,3.0,2.0,,5.0,2.0,,2.0,,2.0,2.0,1.0,,,,,JkaliKynIy_DWZW0-CBWAA
3.0,2.0,10.0,10.0,,20.0,9.0,,10.0,,,20.0,1.0,,,,,Jl51soj64xo1o5Jb98eoyw
16.0,9.0,7.0,8.0,,5.0,10.0,4.0,2.0,1.0,,2.0,2.0,,,,,JyllVgZFW0jeIr2NK-zNNw
4.0,2.0,9.0,14.0,3.0,8.0,6.0,,2.0,,,7.0,,,,,,K3vAF_Cxk0FrDXQe0KlmGg
9.0,3.0,,14.0,,10.0,6.0,3.0,3.0,,,1.0,,,1.0,,,K4L7keIAXIO-wNNJM3coIA
32.0,7.0,38.0,27.0,3.0,42.0,24.0,,7.0,,4.0,17.0,1.0,,1.0,,,K9XVDlPNhrrSVEJN7uWqJQ
36.0,7.0,44.0,30.0,4.0,33.0,28.0,2.0,14.0,4.0,1.0,26.0,1.0,,1.0,,,KIK0Frk34Bi99FbNxQNMmQ
5.0,2.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,,,7.0,,,,,,KJH5Nyaw1CE_QgDGHtzOWg
6.0,,3.0,12.0,,10.0,5.0,1.0,2.0,,,2.0,1.0,,1.0,,,KMAHhiDKmFnsszK0E0J0BA
